,zero_rate,variance
CST3,0.04699738903394256,64062.789988107084
CAPN1,0.09399477806788512,64062.630760187516
SRSF9,0.04177545691906005,63805.74072150155
NDUFB9,0.044386422976501305,63641.28758902576
HDGF,0.05483028720626632,63601.93691304519
TRAP1,0.07049608355091384,63349.1400899485
EIF3I,0.04960835509138381,63108.195562724795
SLC25A25,0.2950391644908616,62635.815222889076
PSMD8,0.04960835509138381,62395.434472954024
RPS11,0.0391644908616188,62183.29204543907
IFI6,0.4490861618798956,62018.47857230733
IGF1R,0.06788511749347259,61841.17738165214
VKORC1,0.04699738903394256,61422.508263502496
B2M,0.06005221932114883,61353.47155960792
IQGAP1,0.05221932114882506,61243.72493267539
TPD52L2,0.05483028720626632,61116.33752546033
MIR1282,0.04177545691906005,60935.07981900951
IGFBP5,0.5404699738903395,60838.0602435988
TMEM205,0.05221932114882506,60811.53340259454
NINJ1,0.08616187989556136,60745.955777616764
EGLN3,0.30809399477806787,60593.10718630827
LSS,0.2819843342036554,60419.7481169604
TPD52L1,0.06266318537859007,60178.448635052606
SEMA4B,0.09921671018276762,60170.120418848164
PTTG1IP,0.04960835509138381,59992.870121526095
TBCB,0.04177545691906005,59491.26471915021
TUBA1C,0.057441253263707574,59263.26696102696
ARRDC1,0.05483028720626632,59242.13776605199
HEXA,0.06527415143603134,59041.608532801045
SPTBN1,0.11488250652741515,59015.21911609914
HIGD1A,0.12010443864229765,58907.1756729047
APLP2,0.06005221932114883,58852.941560838226
ERGIC3,0.05483028720626632,58627.50239908139
IER5,0.09399477806788512,58606.9473022295
TCF25,0.04960835509138381,58511.48065014427
CORO1C,0.07049608355091384,58451.174702336175
RNPS1,0.04960835509138381,58302.19837874045
FDFT1,0.13054830287206268,58260.07935423011
RNH1,0.057441253263707574,58138.37045644054
TOMM40,0.05221932114882506,58033.69651278829
OS9,0.05221932114882506,57823.10175932635
SIVA1,0.057441253263707574,57810.88284827692
POLD2,0.06527415143603134,57774.37115360954
RPS21,0.04177545691906005,57633.954492638724
MCM4,0.11488250652741515,57278.29955025768
PDIA3,0.05221932114882506,57089.313438956706
SF3B2,0.05221932114882506,56947.62333738867
SLC6A14,0.31070496083550914,56533.72208931962
SPINT1,0.04699738903394256,56371.553661503924
NRP1,0.185378590078329,56191.81407461072
TSEN34,0.06527415143603134,56186.95934548144
BCKDK,0.06527415143603134,56089.92071411976
HSPB8,0.5326370757180157,56066.9498038359
C1QBP,0.07571801566579635,55985.658510245645
MLF2,0.04177545691906005,55844.87300589173
ADGRG1,0.09921671018276762,55747.778450644495
RNF114,0.05221932114882506,55622.25252552869
EZR,0.06266318537859007,55105.82636392213
EVL,0.07049608355091384,55094.680040463114
KRT86,0.5822454308093995,54869.35715555062
ITPRID2,0.17232375979112272,54557.09588123516
PADI2,0.6005221932114883,54207.771301245164
SEM1,0.057441253263707574,54176.440856834386
STX16-NPEPL1,0.057441253263707574,54127.55999070438
FEN1,0.3185378590078329,53997.78436974565
NPM1,0.04960835509138381,53650.52351919942
HNRNPU,0.04699738903394256,53521.79552444874
LGALS3BP,0.3629242819843342,53401.62794417191
ATP6V0D1,0.09399477806788512,53352.867018440884
NPEPL1,0.08616187989556136,53266.69882301474
COX5B,0.05221932114882506,53231.87516574853
PAWR,0.0731070496083551,53008.90685276073
GPER1,0.4516971279373368,53008.83971949212
CD55,0.07049608355091384,52924.37938293714
ANGPTL4,0.5221932114882507,52908.20997088274
HM13,0.057441253263707574,52879.29115689038
HLA-E,0.04960835509138381,52767.67811299602
CHMP1A,0.05483028720626632,52740.83533142864
AGPAT2,0.07049608355091384,52673.966043771296
GRB2,0.04699738903394256,52625.53807772745
KARS1,0.06005221932114883,52457.450712889484
WDR45B,0.057441253263707574,52356.96444438367
ALDOC,0.2349869451697128,51793.99537954695
POR,0.06788511749347259,51480.65490137112
RNF40,0.06527415143603134,51426.68567249469
PPT1,0.057441253263707574,51356.03201509169
RBM14-RBM4,0.057441253263707574,51217.01797602286
GABARAP,0.05483028720626632,51145.26239525384
FARSA,0.06788511749347259,51114.04955367517
JMJD8,0.04960835509138381,51074.53523437178
RPL37,0.044386422976501305,51028.03876806146
DDX56,0.07049608355091384,51012.10391918306
RGS16,0.4464751958224543,51006.48028105471
CYB561,0.08093994778067885,51000.74323677772
IRAK1,0.1279373368146214,50971.88972427656
GADD45B,0.1227154046997389,50932.4405150848
MYC,0.13315926892950392,50921.30820335462
RBM8A,0.0391644908616188,50729.33912484792
WSB1,0.0783289817232376,50702.25376949685
CALM3,0.06266318537859007,50537.289803562315
GPS1,0.0783289817232376,50530.38886990279
RAB7A,0.05483028720626632,50461.95349473025
DCTN1,0.07049608355091384,50390.77970828266
SEC13,0.05483028720626632,50285.68122975133
DBI,0.057441253263707574,50139.8478531297
PPM1G,0.0835509138381201,50077.40420761961
CDH3,0.1227154046997389,50060.033696499144
MORF4L2,0.06266318537859007,50053.03265758073
H2AC6,0.1122715404699739,50037.46129345341
NONO,0.06266318537859007,50028.23983978782
TMEM59,0.06005221932114883,49902.86442114473
GDI1,0.05221932114882506,49865.75517066966
LINC00052,0.3263707571801567,49807.184408021574
PEDS1-UBE2V1,0.04177545691906005,49770.64160048117
PSMC2,0.06527415143603134,49753.048692466415
POLDIP2,0.06005221932114883,49700.60172515141
ARRDC3,0.14882506527415143,49624.15143603132
MT-ND1,0.06788511749347259,49526.88495345374
NGRN,0.057441253263707574,49504.508126802706
FLII,0.07571801566579635,49464.83222834333
CD276,0.0783289817232376,49427.12086995746
C1orf43,0.04699738903394256,49418.10461635205
COX7C,0.04960835509138381,49162.122988804316
FAM234A,0.06005221932114883,49130.096660424
H1-0,0.08093994778067885,49000.84871433843
ATP5F1C,0.05483028720626632,48996.081432066996
MT-ND6,0.06527415143603134,48744.65937145435
AP1M2,0.05221932114882506,48702.810588765955
ALKBH5,0.05221932114882506,48677.39936844698
NDUFS8,0.06788511749347259,48671.49120336825
SRM,0.16449086161879894,48498.47933782623
ATP5MC1,0.07571801566579635,48408.01179719217
METRN,0.08877284595300261,48364.40113187426
TRMT112,0.044386422976501305,48345.176192363935
CA2,0.27154046997389036,48149.18779817644
RRM2,0.4621409921671018,48070.469167361494
IGFBP4,0.24804177545691905,47989.486282175756
FBXW5,0.05483028720626632,47919.97758123385
THEM6,0.06788511749347259,47873.51669787974
PGD,0.07049608355091384,47820.459147266665
CNOT1,0.08093994778067885,47793.33868740856
COPB2,0.06005221932114883,47774.77862835426
MYL12-AS1,0.06788511749347259,47740.90276543682
TFAP2C,0.06266318537859007,47719.34963706205
GET4,0.04960835509138381,47693.70593140403
NMD3,0.06527415143603134,47349.7712055555
YWHAQ,0.044386422976501305,47323.946646070566
SET,0.044386422976501305,47307.96302270588
APMAP,0.0731070496083551,46901.5949175017
SRSF3,0.06527415143603134,46897.95573660686
TMEM106C,0.1409921671018277,46821.61946878465
CSNK1D,0.04960835509138381,46776.210326302404
MBOAT7,0.08616187989556136,46757.99466870803
ZFP36L2,0.12010443864229765,46724.855508318076
ST14,0.09399477806788512,46640.204461881265
BCKDHA,0.057441253263707574,46615.37565103273
HADHA,0.0731070496083551,46517.95901740187
NDUFB10,0.05483028720626632,46467.99181168237
DCXR,0.1174934725848564,46313.97680204504
SEPHS2,0.09138381201044386,46283.41750850958
RPL7A,0.04960835509138381,46268.982420406595
APEH,0.16971279373368145,46260.312946837475
MT-ND2,0.057441253263707574,46231.137930091725
TPM3,0.04960835509138381,46172.05939606033
RBM14,0.10966057441253264,46100.09465093713
ARF6,0.06005221932114883,46088.69334135307
CCT2,0.05221932114882506,45853.67937063412
RHBDD2,0.08877284595300261,45734.44806091343
TM7SF2,0.1462140992167102,45383.8551118888
DDX3X,0.07049608355091384,45302.00955531557
SPAG5,0.5039164490861618,45212.94735690959
RBM39,0.04960835509138381,45171.80354872667
CD59,0.09660574412532637,45120.29111588042
TES,0.2297650130548303,44927.248684264545
HES1,0.05483028720626632,44850.2994819078
RBM4,0.057441253263707574,44812.60778095227
CCNL2,0.06005221932114883,44423.89743414484
ATXN7L3B,0.08877284595300261,44238.50629502552
YARS1,0.08093994778067885,44231.181496315985
MRPS34,0.044386422976501305,44205.82491490437
ZDHHC12,0.09660574412532637,44080.988831626855
OTUB1,0.04699738903394256,44018.39722226018
PSME2,0.09921671018276762,43909.88919114727
ACO2,0.057441253263707574,43769.57583421047
BCAR1,0.09660574412532637,43647.203696362405
STARD7,0.0783289817232376,43411.889860976305
IPO4,0.185378590078329,43358.97118368347
ATRAID,0.05483028720626632,43147.06336035433
AURKAIP1,0.04960835509138381,43024.23901958904
CLPTM1,0.05483028720626632,42992.33632250217
GUSB,0.08616187989556136,42966.5206074939
SUPT5H,0.05221932114882506,42900.10542288081
PDCD6,0.06005221932114883,42881.039888999745
HNRNPH2,0.0783289817232376,42869.557475428235
ASF1B,0.4386422976501306,42863.490670239
NCAPD2,0.23759791122715404,42744.07811026201
TSC22D1,0.06527415143603134,42628.035336896624
IFT122,0.185378590078329,42509.09988653921
RNF187,0.05483028720626632,42404.37786556944
PSMA6,0.06788511749347259,42350.56846609159
EDN1,0.381201044386423,42301.72140582076
ATP6V1G1,0.04699738903394256,42189.661353601325
YWHAB,0.057441253263707574,42176.721597200405
CBX5,0.0835509138381201,42167.481429333006
ARF5,0.04960835509138381,42101.825502713495
RHOT2,0.08093994778067885,42045.67029376783
USP10,0.06005221932114883,41983.30801197488
HGS,0.05221932114882506,41919.43500608314
CACNG4,0.1122715404699739,41908.31145680972
ANXA9,0.31070496083550914,41826.63685699837
CAP1,0.05221932114882506,41807.61751397755
ATP6V0B,0.057441253263707574,41744.27037852174
NOC2L,0.07049608355091384,41693.32982926194
GSPT1,0.06005221932114883,41690.114199007585
TSKU,0.206266318537859,41655.00448375328
PDLIM7,0.08616187989556136,41622.957322324444
TM9SF1,0.0783289817232376,41621.00513991224
YWHAE,0.04177545691906005,41559.81885910353
SEL1L,0.0731070496083551,41469.96425300397
NDUFS2,0.06527415143603134,41392.83149016447
TRIM33,0.05483028720626632,41390.56477519717
AKAP8L,0.0731070496083551,41293.36185802357
XPC,0.0731070496083551,41117.99328804015
CUX1,0.04960835509138381,41104.16801771627
SLC9A3R2,0.08616187989556136,40960.96772517874
RPS15,0.04177545691906005,40904.52343717961
PMPCA,0.08616187989556136,40900.07653821447
SLC39A1,0.0783289817232376,40884.4704660096
OBSL1,0.1279373368146214,40811.97897557179
PPDPF,0.03655352480417755,40740.54936913042
RPL35,0.03655352480417755,40688.720120842605
SOD1,0.05221932114882506,40669.76599729331
CORO1B,0.0731070496083551,40634.78223722882
EIF3D,0.07049608355091384,40595.57580687054
RND3,0.12010443864229765,40555.378179978965
ALCAM,0.3733681462140992,40530.113488168565
WDR83OS,0.04699738903394256,40511.83478462948
ADAR,0.08616187989556136,40276.2964745123
PDXDC1,0.057441253263707574,40220.957486364234
PSMD7,0.044386422976501305,40043.5584870067
TSEN54,0.09660574412532637,39866.12086995751
KAT5,0.05483028720626632,39724.07061911335
ITGB1,0.0731070496083551,39634.26104192582
NDUFB8,0.08877284595300261,39627.060831408184
MVD,0.1462140992167102,39523.59104889755
USP5,0.13054830287206268,39386.52658127486
LRP10,0.09138381201044386,39365.49997949502
RTF2,0.04960835509138381,39317.768457889615
UBQLN1,0.057441253263707574,39264.312550408045
CALML5,0.5430809399477807,39253.511011168404
MDH1,0.0731070496083551,39231.73312099295
SHISA5,0.10704960835509138,39164.89409866987
SEC24C,0.10182767624020887,39152.98459393331
BCL3,0.1279373368146214,39141.76453460554
MCM5,0.3838120104438642,39099.11168373141
GAA,0.1174934725848564,38974.23217092933
MYLIP,0.1618798955613577,38920.757508236195
AKAP13,0.0835509138381201,38911.07962762981
CTSA,0.07049608355091384,38853.187114677414
LITAF,0.08877284595300261,38808.50693751452
SRSF7,0.057441253263707574,38803.54801580244
DPP3,0.09399477806788512,38607.42338660068
PSMB3,0.06527415143603134,38456.13657676377
UBAP2L,0.0731070496083551,38426.03625278526
SLC5A6,0.05483028720626632,38390.29568165351
SLC52A2,0.12532637075718014,38336.970158435106
RPL23A,0.05221932114882506,38330.50127814308
NDUFA4,0.06788511749347259,38329.67451779144
CHCHD2,0.05483028720626632,38326.73917679383
ESRP2,0.08877284595300261,38306.16352029305
ARPC1A,0.06005221932114883,38304.808743318805
IFI30,0.40992167101827676,38229.974915587794
MXD3,0.05221932114882506,38172.05048323373
ANXA3,0.2010443864229765,38046.38824108375
CKAP5,0.10443864229765012,38039.42926469182
SLC25A3,0.057441253263707574,38009.51578199117
FKBP8,0.04960835509138381,37916.10189602612
TMED3,0.06005221932114883,37886.32958320235
TPM1,0.06788511749347259,37880.18811258593
RPL12,0.04699738903394256,37785.87530244833
MAF1,0.06005221932114883,37738.4068322557
NR4A1AS,0.23759791122715404,37660.702213169614
DAAM1,0.07049608355091384,37571.74669528251
ATP5MC3,0.057441253263707574,37550.99454567827
CIB1,0.06005221932114883,37519.94376170493
SERINC3,0.06266318537859007,37514.88683991089
EBP,0.12010443864229765,37446.67461348136
HSBP1,0.0391644908616188,37416.70277363882
FANCI,0.15404699738903394,37407.53136576762
MACROH2A1,0.04699738903394256,37315.505502166736
RHOC,0.08616187989556136,37279.8749060189
COG4,0.06527415143603134,37274.84320533673
PPME1,0.06788511749347259,37267.26418602109
ANXA1,0.5300261096605744,37244.243257282695
SNRNP25,0.10443864229765012,37224.610514948115
ACLY,0.206266318537859,37024.35978018671
UQCR10,0.044386422976501305,36943.63579073997
PNKD,0.07049608355091384,36934.7346930406
ESYT2,0.04960835509138381,36815.4835891898
MEA1,0.04960835509138381,36808.840840430275
ATP6V1F,0.057441253263707574,36775.72763933128
IDH3G,0.06266318537859007,36742.81135428485
CCN2,0.5065274151436031,36657.14334340357
MCCC2,0.08877284595300261,36646.3755826829
ATP5IF1,0.04699738903394256,36581.96548330211
TIMELESS,0.2819843342036554,36548.0489111861
NXF1,0.10182767624020887,36485.992098751885
RBBP7,0.0835509138381201,36469.21170697032
RBMX,0.05483028720626632,36292.70389457714
PSMB4,0.04960835509138381,35936.3234180416
TUBG1,0.2793733681462141,35896.44123959381
CHD2,0.0783289817232376,35747.7991743333
RAD51C,0.06527415143603134,35738.52170109222
CSRNP1,0.195822454308094,35737.93189616278
EIF6,0.06527415143603134,35610.629352179676
RPL19,0.03655352480417755,35586.07750878296
TBC1D9,0.17493472584856398,35524.593769223444
HDAC1,0.10182767624020887,35494.91397481988
BRK1,0.04699738903394256,35373.101048487435
GRAMD1A,0.1279373368146214,35353.66355446798
GAS5,0.06005221932114883,35328.24780938585
PNN,0.08877284595300261,35316.066791519166
AHSA1,0.07049608355091384,35273.40463138909
DDX24,0.0731070496083551,35222.28279086297
RPS4X,0.05483028720626632,35157.21207605979
TAPBP,0.10704960835509138,35141.014777247685
CDC37,0.05221932114882506,35133.42777466406
MTCH2,0.07049608355091384,35115.12912662498
STC1,0.1514360313315927,35059.45693273008
TMED2,0.04960835509138381,35032.80307027738
P2RX5-TAX1BP3,0.04699738903394256,34988.65517477064
COX6B1,0.04699738903394256,34956.59405629298
PRKCD,0.09921671018276762,34948.03075745361
SQLE,0.09660574412532637,34891.00746380877
NDUFB2,0.04177545691906005,34868.140418027986
GNAI2,0.057441253263707574,34766.70604076392
SLC6A6,0.3133159268929504,34746.3258923078
SMARCA4,0.05483028720626632,34659.71137205585
SUMO3,0.07049608355091384,34649.636159829395
TBRG4,0.07571801566579635,34646.53334791458
ABCC3,0.6684073107049608,34642.746640602585
PCIF1,0.0783289817232376,34627.752176944225
CASP14,0.8981723237597912,34625.059300370536
DCAF11,0.08877284595300261,34587.52011537458
TOP2A,0.4960835509138381,34485.25579265384
DBNDD1,0.1122715404699739,34414.271731849636
KDELR2,0.05221932114882506,34356.22313507309
ETS2,0.206266318537859,34319.750878296116
RBM23,0.06527415143603134,34295.53538474154
INHA,0.5926892950391645,34199.93082990447
DHX30,0.07049608355091384,34180.67937063411
SERPINA3,0.6240208877284595,34121.057509603386
SIPA1L2,0.30809399477806787,34072.52835837219
F11R,0.0731070496083551,34006.7786010143
MATN2,0.34203655352480417,34004.898144983905
OLFM1,0.26631853785900783,33963.57580687049
LAPTM4B,0.06005221932114883,33915.20756496658
ATP5MG,0.057441253263707574,33613.91222506256
SAPCD2,0.3133159268929504,33612.72100939122
JTB,0.05483028720626632,33601.30950200263
EDF1,0.04177545691906005,33574.3011223053
FZR1,0.13054830287206268,33500.66161333098
HNRNPL,0.05221932114882506,33411.23054420188
BTG1,0.06527415143603134,33355.952770221345
PLOD1,0.13315926892950392,33340.4217051932
OST4,0.04177545691906005,33338.36292428199
POLR2G,0.06788511749347259,33318.3986302681
LGALS1,0.11488250652741515,33296.9754350471
SH3GLB2,0.05483028720626632,33284.791027025545
NDUFV1,0.057441253263707574,33208.900509890256
FOXO1,0.44386422976501305,33159.7961669376
ATIC,0.10966057441253264,33138.51338974476
NRIP1,0.08616187989556136,33079.2073462469
ANKZF1,0.1279373368146214,33024.32434760023
VDAC1,0.057441253263707574,32938.39339466596
TRAPPC2L,0.04699738903394256,32924.47054802948
PTOV1,0.04960835509138381,32828.72567085424
NR4A2,0.4308093994778068,32803.35126378962
ATP5MJ,0.06266318537859007,32779.29018632184
NUDC,0.06005221932114883,32766.213292687917
PXDN,0.2558746736292428,32754.25735103137
GIPC1,0.04699738903394256,32637.599838694223
ZFYVE21,0.08093994778067885,32618.118382021283
PUM1,0.06788511749347259,32572.993998879112
PRPF3,0.06527415143603134,32524.41819200853
RPS27A,0.06266318537859007,32476.457971648455
TMEM179B,0.06788511749347259,32386.852651292527
PLOD2,0.0835509138381201,32316.695665249554
DUSP2,0.7441253263707572,32315.636802318524
ARFGEF3,0.1671018276762402,32291.396320041516
CEBPG,0.1227154046997389,32255.21288258854
HERPUD1,0.10182767624020887,32192.59956529467
RPS17,0.06005221932114883,32092.307041406384
BANF1,0.04699738903394256,31970.81730072593
BUD23,0.04960835509138381,31966.340450835913
PSMA2,0.06527415143603134,31957.326630486794
AP1B1,0.1618798955613577,31860.62940685963
TRIB1,0.15926892950391644,31852.243722061994
PCK2,0.1906005221932115,31716.947643979056
EPCAM,0.05221932114882506,31688.63341216352
PTGES2,0.1174934725848564,31648.6053340259
SH3BP4,0.2689295039164491,31592.09910735033
JUND,0.04177545691906005,31516.69088075677
